0.2,107276
0.25,92720
0.3,57416
0.35,45348
0.4,44630
0.5,43917
0.6,43827
0.7,44198
0.8,43813
0.9,44131
1.0,43951
1.1,43920
1.2,44035
1.3,43714
1.4,43803
1.5,43644
1.6,43395
1.7,43237
1.8,43118
1.9,42658
2.0,42325
2.1,42438
2.2,41844
2.3,41500
2.4,41044
2.5,40858
2.7,39828
2.9,39110
3.1,37817
3.2,37619
3.4,36247
3.6,34490
3.8,33161
4.0,31054
4.2,28859
4.4,26234
4.6,21892
4.8,13714
5.0,4529
