33.5,0.25
34,0.36
34.5,0.43
35,0.72
35.5,1.65
36,2.53
36.5,3.78
37,4.79
37.5,5.56
38,5.83
38.5,5.56
39,4.81
39.5,3.65
40,2.55
40.5,1.51
41,0.73
41.5,0.246
42,0.09
42.5,0.09
43,0.142
43.5,0.207
