0,364.2
40,368.0
80,377.7
120,392.3
160,410.8
200,431.6
240,453.6
280,475.7
320,496.4
360,514.6
400,529.1
440,542.4
480,555.0
520,569.1
560,585.6
600,600.3
640,611.9
680,623.6
720,634.9
760,646.4
800,657.7
