0,0.1316
0.2,0.1318
0.4,0.1332
0.6,0.1345
0.8,0.1354
1.0,0.1372
1.2,0.1382
1.4,0.1392
1.6,0.1394
1.8,0.1410
2.0,0.1421
2.2,0.1433
2.4,0.1451
2.6,0.1470
2.8,0.1473
3.0,0.1480
2.8,0.1478
2.6,0.1474
2.4,0.1472
2.2,0.1459
2.0,0.1445
1.8,0.1432
1.6,0.1416
1.4,0.1399
1.2,0.1389
1.0,0.1376
0.8,0.1359
0.6,0.1346
0.4,0.1333
0.2,0.1327
0,0.1320
-0.2,0.1301
-0.4,0.1308
-0.6,0.1300
-0.8,0.1295
-1.0,0.1285
-1.2,0.1275
-1.4,0.1272
-1.6,0.1255
-1.8,0.1251
-2.0,0.1244
-2.2,0.1235
-2.4,0.1221
-2.6,0.1211
-2.8,0.1205
-3.0,0.1203
-2.8,0.1212
-2.6,0.1216
-2.4,0.1222
-2.2,0.1227
-2.0,0.1237
-1.8,0.1248
-1.6,0.1263
-1.4,0.1267
-1.2,0.1274
-1.0,0.1286
-0.8,0.1299
-0.6,0.1308
-0.4,0.1318
-0.2,0.1332
0,0.1340
0.2,0.1351
0.4,0.1359
0.6,0.1378
0.8,0.1385
1.0,0.1391
1.2,0.1398
1.4,0.1403
1.6,0.1414
1.8,0.1422
2.0,0.1432
2.2,0.1445
2.4,0.1456
2.6,0.1469
2.8,0.1479
3.0,0.1480
