0,324.3
1,302.3
2,267.0
3,223.7
4,194.5
5,166.0
6,147.4
7,129.8
8,115.2
9,104.1
10,95.41
11,88.18
12,80.54
13,75.05
14,69.04
15,63.12
16,59.05
17,55.52
18,51.97
19,48.40
20,43.49
21,39.20
22,35.41
23,31.76
24,29.54
