0,1.181
1,6.330
2,17.36
3,34.10
4,54.31
5,76.58
6,100.5
7,122.5
8,145.5
9,167.5
10,189.1
11,205.8
12,222.4
13,236.5
14,250.2
15,261.7
16,273.1
17,281.3
18,288.7
19,295.0
20,303.0
21,306.3
22,311.5
23,316.0
24,319.5
25,321.1
26,323.7
27,324.3
28,324.5
29,324.8
30,323.1
31,322.6
32,320.1
33,317.7
34,315.0
35,312.5
36,308.4
37,304.3
38,300.4
39,296.5
40,290.8
41,285.7
42,281.6
43,277.1
44,271.8
45,266.1
46,261.9
47,256.5
48,251.8
49,245.8
50,241.4
51,236.6
52,230.8
53,226.5
54,221.3
55,216.6
56,213.7
57,209.9
58,205.8
59,201.5
60,196.6
