0 140
1 110.03
2 85.83
3 80.5
4 65.325
5 53.1
6 44.625
7 32.225
8 25.4
9 19.6
10 16.15
11 12.74
12 9.35
13 6.38
14 4.79
15 3.205
16 2.02
17 1.44
18 0.85
