0 0.000000
1 -0.104767
2 -0.212836
3 -0.240739
4 -0.331678
5 -0.421934
6 -0.497726
7 -0.639778
8 -0.743782
9 -0.857262
10 -0.942192
11 -1.046485
12 -1.183067
13 -1.352977
14 -1.481595
15 -1.664423
16 -1.880053
17 -2.044175
18 -2.317564
